hora_do_dia,dia_semana,tipo_endereco,taxa_historica_cep,peso_kg,volume_l,chuva_mm,temperatura_c,tentativas_anteriores,motorista_experiente,probabilidade_verdadeira,rotulo_invertido,falhou
7,TUESDAY,RESIDENCIAL,0.0900,3.76,43.03,0.0,23.7,1,1,0.124566,0,0
9,SUNDAY,COMERCIAL,0.0800,3.84,54.70,0.0,25.7,0,1,0.182247,0,0
7,MONDAY,RESIDENCIAL,0.2800,2.26,7.60,0.0,26.9,0,0,0.135275,0,0
20,MONDAY,RESIDENCIAL,0.1900,4.92,15.55,16.5,23.9,1,1,0.491426,0,0
15,FRIDAY,RESIDENCIAL,0.0800,2.07,15.25,0.0,18.3,0,1,0.043056,0,0
17,MONDAY,COMERCIAL,0.1200,2.46,30.50,0.4,12.7,0,0,0.107695,0,0
8,THURSDAY,RURAL,0.2500,11.63,107.34,9.7,25.4,1,1,0.578010,0,1
9,SATURDAY,RESIDENCIAL,0.2200,1.54,27.51,8.7,22.3,2,1,0.454139,1,1
6,FRIDAY,COMERCIAL,0.2200,1.21,7.28,0.0,28.3,1,1,0.223631,0,1
13,TUESDAY,RESIDENCIAL,0.1100,4.70,72.22,0.0,22.9,1,1,0.183080,0,0
15,THURSDAY,RESIDENCIAL,0.3100,2.36,53.91,8.1,21.1,0,0,0.259444,0,0
17,SATURDAY,COMERCIAL,0.1200,0.81,6.27,0.0,18.5,0,1,0.181730,0,0
14,WEDNESDAY,RURAL,0.1900,2.92,42.08,0.4,18.3,0,1,0.140073,0,1
20,SUNDAY,RESIDENCIAL,0.0500,1.94,28.12,0.0,17.3,1,1,0.168959,0,0
7,MONDAY,RESIDENCIAL,0.2500,8.35,70.27,0.0,24.8,0,1,0.103014,0,1
18,MONDAY,COMERCIAL,0.1900,5.37,42.21,0.0,18.3,1,0,0.519762,0,1
8,SATURDAY,COMERCIAL,0.0500,0.88,37.86,0.7,23.2,0,0,0.225996,0,0
12,FRIDAY,RESIDENCIAL,0.2200,5.00,35.71,0.0,20.0,0,0,0.141588,0,0
6,THURSDAY,COMERCIAL,0.1900,3.98,79.40,0.0,30.3,1,1,0.275499,0,1
13,SATURDAY,COMERCIAL,0.0800,2.01,24.20,0.0,16.2,1,1,0.375440,0,0
15,FRIDAY,RESIDENCIAL,0.2500,3.53,70.66,0.0,19.9,0,1,0.106110,0,0
10,THURSDAY,RESIDENCIAL,0.0800,4.92,20.73,0.0,19.9,0,0,0.064400,0,0
21,SATURDAY,RESIDENCIAL,0.1900,6.63,59.81,1.9,24.4,0,0,0.247589,0,0
16,SATURDAY,COMERCIAL,0.1900,1.36,17.37,0.0,17.6,0,1,0.234240,0,0
7,TUESDAY,COMERCIAL,0.0900,4.06,43.03,0.0,29.8,1,1,0.179406,0,0
10,FRIDAY,COMERCIAL,0.1200,1.41,20.98,0.0,21.9,0,1,0.056635,0,0
3,SATURDAY,COMERCIAL,0.0600,9.59,51.09,0.0,23.5,0,1,0.289896,0,0
9,THURSDAY,COMERCIAL,0.0900,2.58,93.12,0.0,27.0,1,1,0.195758,0,1
8,MONDAY,RESIDENCIAL,0.1100,2.95,35.32,0.0,28.4,1,1,0.138600,0,0
11,FRIDAY,RESIDENCIAL,0.2500,5.07,82.75,0.0,22.1,0,1,0.095328,0,0
12,SATURDAY,RESIDENCIAL,0.1900,2.54,65.87,0.0,24.3,0,1,0.081135,0,0
13,SATURDAY,COMERCIAL,0.1900,1.31,26.55,0.6,15.1,1,1,0.481995,0,1
19,SATURDAY,RESIDENCIAL,0.2200,2.11,40.32,2.1,16.8,0,1,0.132910,0,0
19,MONDAY,RESIDENCIAL,0.1500,3.10,41.24,7.3,16.5,1,0,0.462809,0,1
14,FRIDAY,CONDOMINIO,0.0900,3.76,64.57,0.0,15.1,0,1,0.080489,0,0
17,THURSDAY,CONDOMINIO,0.1900,1.20,32.25,3.1,12.0,1,0,0.377188,0,0
13,SUNDAY,RURAL,0.1900,3.93,47.46,1.0,15.1,0,0,0.205069,0,1
8,TUESDAY,COMERCIAL,0.1200,0.60,13.46,2.7,25.0,0,1,0.064184,0,0
8,FRIDAY,RESIDENCIAL,0.2200,4.35,56.22,0.0,28.5,1,1,0.219879,0,0
9,WEDNESDAY,RESIDENCIAL,0.0600,0.86,10.41,0.0,27.4,0,1,0.035610,0,0
13,MONDAY,RESIDENCIAL,0.1500,1.56,43.65,0.0,16.9,0,1,0.060177,0,0
11,THURSDAY,RESIDENCIAL,0.1500,2.83,47.21,0.0,22.3,0,0,0.091587,0,0
14,MONDAY,RESIDENCIAL,0.2800,3.63,64.62,1.1,17.3,0,1,0.115549,0,0
17,TUESDAY,RESIDENCIAL,0.2500,1.63,17.83,0.0,17.0,0,1,0.079590,0,0
16,THURSDAY,COMERCIAL,0.2200,6.21,39.38,0.0,16.3,0,1,0.110935,0,0
7,SUNDAY,RESIDENCIAL,0.1900,4.09,33.84,0.0,25.5,0,0,0.100436,0,0
22,MONDAY,CONDOMINIO,0.2800,0.78,13.73,0.0,28.6,0,1,0.208568,0,0
7,TUESDAY,RESIDENCIAL,0.0500,2.82,62.43,0.0,31.6,0,0,0.079601,0,0
9,SUNDAY,RESIDENCIAL,0.2500,0.50,69.47,3.1,26.7,2,0,0.613934,0,1
19,WEDNESDAY,CONDOMINIO,0.2800,9.70,130.50,12.6,22.6,0,0,0.646457,0,0
13,TUESDAY,CONDOMINIO,0.3100,1.82,45.97,0.0,12.0,0,0,0.233148,0,0
9,SATURDAY,CONDOMINIO,0.1500,1.83,24.51,0.0,26.0,2,0,0.553245,0,0
13,SATURDAY,RESIDENCIAL,0.0500,5.01,21.98,0.0,17.7,1,1,0.105947,0,0
20,TUESDAY,RESIDENCIAL,0.2500,8.36,101.78,2.9,21.0,0,1,0.243538,0,0
14,THURSDAY,RESIDENCIAL,0.2200,1.81,65.04,0.0,17.2,0,1,0.085443,0,0
13,SUNDAY,RESIDENCIAL,0.2800,0.96,13.37,4.0,16.3,1,0,0.343774,0,0
8,FRIDAY,RESIDENCIAL,0.1100,2.75,54.27,12.3,23.2,0,0,0.135092,0,0
18,THURSDAY,RURAL,0.3100,2.79,39.58,3.3,21.4,0,0,0.498643,0,1
0,WEDNESDAY,COMERCIAL,0.1900,1.92,37.38,5.9,29.1,0,1,0.190775,0,0
12,SATURDAY,RESIDENCIAL,0.2200,5.93,29.51,9.2,19.8,0,0,0.183366,0,1
17,WEDNESDAY,RESIDENCIAL,0.1900,4.98,52.51,0.0,18.7,0,0,0.132221,0,0
21,WEDNESDAY,RESIDENCIAL,0.3100,1.89,34.59,0.1,23.8,1,1,0.427052,0,0
15,MONDAY,RESIDENCIAL,0.0500,8.03,103.20,0.0,22.5,0,1,0.066829,0,0
12,SATURDAY,RESIDENCIAL,0.0600,8.12,110.32,0.0,20.9,0,1,0.063108,0,0
15,TUESDAY,RESIDENCIAL,0.0800,5.88,39.53,2.6,22.0,1,0,0.255806,0,0
6,SUNDAY,COMERCIAL,0.1500,5.38,89.31,1.7,30.4,0,0,0.419760,0,0
15,WEDNESDAY,COMERCIAL,0.0900,5.71,83.31,0.0,19.5,1,1,0.218572,0,0
12,TUESDAY,RESIDENCIAL,0.0900,2.50,59.33,0.0,19.1,0,1,0.054260,0,0
8,SUNDAY,RURAL,0.1500,3.64,35.65,0.0,25.4,0,1,0.098999,0,0
11,FRIDAY,COMERCIAL,0.0600,2.19,31.23,0.0,21.2,0,1,0.047141,0,0
16,MONDAY,RESIDENCIAL,0.0900,5.56,71.86,0.0,19.1,1,1,0.163617,0,0
22,MONDAY,RESIDENCIAL,0.2500,1.24,52.41,0.1,24.0,0,1,0.138852,0,0
18,TUESDAY,COMERCIAL,0.1900,5.83,72.95,0.0,18.7,1,0,0.555162,0,0
14,WEDNESDAY,RESIDENCIAL,0.2800,6.63,35.79,8.0,12.1,1,0,0.445446,0,0
17,TUESDAY,RESIDENCIAL,0.2500,0.26,6.84,0.0,18.7,1,1,0.199066,0,0
10,WEDNESDAY,CONDOMINIO,0.3100,3.49,46.54,0.0,22.4,1,0,0.477867,0,0
6,TUESDAY,RESIDENCIAL,0.1500,0.80,13.82,0.0,26.3,2,1,0.321100,0,0
14,SATURDAY,RURAL,0.2500,1.18,16.04,0.0,12.5,0,1,0.123864,0,0
13,THURSDAY,RESIDENCIAL,0.1200,0.77,24.89,0.0,21.4,2,1,0.337783,0,0
21,MONDAY,RESIDENCIAL,0.3100,4.24,41.02,0.0,21.5,2,1,0.698482,0,1
11,SUNDAY,RURAL,0.2200,6.39,90.48,15.8,24.0,0,1,0.277413,0,0
7,SUNDAY,RURAL,0.2800,2.05,42.48,1.8,24.1,0,1,0.161673,0,0
12,FRIDAY,RESIDENCIAL,0.0800,1.46,35.46,0.0,20.4,0,1,0.047713,0,0
12,SATURDAY,COMERCIAL,0.2500,12.00,105.73,14.9,25.3,0,1,0.622323,0,0
9,THURSDAY,RESIDENCIAL,0.2500,1.84,25.33,0.3,28.2,0,0,0.132943,0,0
9,SUNDAY,CONDOMINIO,0.1100,4.54,46.24,0.0,19.6,0,0,0.107212,0,0
16,MONDAY,RESIDENCIAL,0.0600,2.46,57.08,0.0,20.7,0,1,0.049445,0,0
12,SATURDAY,RESIDENCIAL,0.0600,4.11,71.75,0.0,16.9,0,1,0.045990,0,0
15,MONDAY,COMERCIAL,0.0600,3.64,54.23,0.0,19.5,0,1,0.065248,0,0
14,WEDNESDAY,RESIDENCIAL,0.0900,1.90,27.82,0.8,23.7,0,1,0.053595,0,0
13,THURSDAY,RURAL,0.2800,2.04,27.48,0.0,13.5,2,0,0.750432,0,1
10,SATURDAY,RESIDENCIAL,0.2500,1.54,48.43,1.8,23.8,0,1,0.078654,0,0
18,THURSDAY,COMERCIAL,0.1900,11.84,49.16,0.0,19.8,1,1,0.437489,0,0
11,THURSDAY,RURAL,0.2200,1.00,19.23,0.0,22.3,1,1,0.284534,0,0
7,THURSDAY,COMERCIAL,0.1100,6.87,120.22,6.8,25.7,0,0,0.199828,0,0
7,WEDNESDAY,COMERCIAL,0.2200,5.08,41.63,0.0,23.9,0,0,0.161314,0,0
19,TUESDAY,RESIDENCIAL,0.0600,1.66,35.80,4.6,19.8,0,0,0.151575,0,1
21,FRIDAY,COMERCIAL,0.1500,3.08,46.40,5.9,24.4,0,0,0.302821,0,1
6,THURSDAY,RURAL,0.2800,1.26,10.79,20.5,24.7,0,1,0.301779,0,1
13,MONDAY,COMERCIAL,0.1200,1.12,17.06,9.5,22.3,0,1,0.104307,0,0
15,TUESDAY,RESIDENCIAL,0.3100,10.64,119.74,5.2,20.6,1,1,0.457840,0,1
6,MONDAY,CONDOMINIO,0.0500,4.50,69.95,1.2,26.1,1,1,0.192834,0,0
19,SATURDAY,RESIDENCIAL,0.0800,16.07,85.65,0.0,20.3,0,0,0.201065,0,0
17,TUESDAY,COMERCIAL,0.0600,3.66,59.02,0.0,22.4,3,1,0.671633,0,1
17,TUESDAY,RESIDENCIAL,0.1900,0.68,32.06,0.0,16.9,1,0,0.267614,0,1
14,SATURDAY,CONDOMINIO,0.1900,3.17,45.49,0.0,25.9,1,0,0.410768,0,0
8,TUESDAY,RESIDENCIAL,0.3100,0.83,8.83,0.0,26.3,2,0,0.603978,0,1
16,TUESDAY,RESIDENCIAL,0.0900,2.53,31.27,0.0,16.1,1,0,0.201062,0,1
13,FRIDAY,RESIDENCIAL,0.1900,1.97,34.62,9.0,15.6,0,0,0.156399,0,0
7,THURSDAY,RESIDENCIAL,0.0500,7.07,108.00,0.0,28.1,0,1,0.058456,0,0
17,MONDAY,RESIDENCIAL,0.2500,1.90,39.18,21.0,19.3,0,0,0.306873,0,0
9,SATURDAY,RESIDENCIAL,0.0500,1.22,29.78,0.0,24.9,1,1,0.090926,0,1
7,SUNDAY,RESIDENCIAL,0.1900,0.17,35.66,0.0,23.1,1,0,0.225987,0,0
20,THURSDAY,RESIDENCIAL,0.2800,30.00,250.00,0.0,23.8,0,0,0.644741,0,0
8,SUNDAY,RURAL,0.1500,3.96,36.90,4.9,27.1,0,1,0.125549,0,0
13,SATURDAY,CONDOMINIO,0.1500,1.99,31.57,0.9,22.2,0,1,0.091999,0,1
12,TUESDAY,RESIDENCIAL,0.1100,7.02,107.19,8.1,20.1,0,0,0.176646,0,1
21,TUESDAY,COMERCIAL,0.1500,8.13,51.24,0.5,25.8,0,1,0.189496,0,0
16,TUESDAY,RESIDENCIAL,0.1900,2.29,44.76,0.0,20.4,0,1,0.076159,0,0
20,WEDNESDAY,CONDOMINIO,0.1500,0.82,48.27,0.8,17.6,1,1,0.366231,0,0
9,THURSDAY,RESIDENCIAL,0.0500,5.07,75.73,0.0,27.1,1,0,0.209436,0,1
18,WEDNESDAY,RESIDENCIAL,0.0500,3.11,47.77,18.5,18.2,0,1,0.163192,0,0
9,TUESDAY,COMERCIAL,0.0900,3.55,45.68,0.0,20.8,0,0,0.095131,0,0
11,FRIDAY,COMERCIAL,0.0800,2.53,33.99,1.6,21.7,0,0,0.093232,0,0
17,MONDAY,RESIDENCIAL,0.0800,1.44,21.39,0.6,17.3,1,0,0.192252,0,0
15,SUNDAY,RESIDENCIAL,0.0600,3.94,20.62,0.0,12.0,0,1,0.034257,0,0
12,TUESDAY,COMERCIAL,0.1500,5.26,56.04,0.0,15.9,3,1,0.725848,0,1
12,TUESDAY,RURAL,0.3100,4.38,80.52,0.0,16.3,0,0,0.342444,0,0
14,SUNDAY,COMERCIAL,0.0600,1.60,49.58,0.0,19.3,0,0,0.271766,0,0
9,MONDAY,CONDOMINIO,0.1200,1.13,14.15,0.0,27.3,0,1,0.069840,0,0
10,MONDAY,COMERCIAL,0.0900,4.91,27.75,0.0,22.5,0,1,0.056987,0,0
16,SUNDAY,RESIDENCIAL,0.0800,12.17,108.69,0.0,20.5,0,0,0.121213,0,0
7,MONDAY,COMERCIAL,0.1500,3.21,56.92,0.0,23.2,2,1,0.430927,1,0
8,MONDAY,COMERCIAL,0.2200,6.97,31.89,19.2,29.5,0,1,0.228961,0,1
12,TUESDAY,CONDOMINIO,0.3100,2.05,34.22,0.0,16.7,1,0,0.490534,0,1
13,TUESDAY,RESIDENCIAL,0.3100,1.57,47.07,0.0,14.9,3,1,0.762336,0,1
9,FRIDAY,RESIDENCIAL,0.2800,1.28,20.82,0.1,24.0,0,1,0.080897,0,0
11,WEDNESDAY,CONDOMINIO,0.0600,1.56,21.12,7.3,21.4,0,0,0.116087,0,1
17,THURSDAY,RESIDENCIAL,0.0900,4.50,20.83,0.0,19.1,0,0,0.082249,0,0
18,TUESDAY,CONDOMINIO,0.3100,0.76,7.79,5.0,21.8,1,1,0.550121,0,1
19,MONDAY,CONDOMINIO,0.2200,1.32,29.26,0.0,23.7,0,1,0.206532,0,1
11,SUNDAY,RURAL,0.2200,3.24,42.37,1.4,22.8,1,1,0.309914,0,0
8,SATURDAY,RESIDENCIAL,0.1500,1.64,9.64,0.0,26.8,0,1,0.045894,0,0
13,SATURDAY,RESIDENCIAL,0.0600,3.34,37.98,4.2,21.8,3,1,0.598789,0,0
14,TUESDAY,COMERCIAL,0.2800,1.62,27.95,0.0,13.6,1,1,0.277740,0,1
9,THURSDAY,RESIDENCIAL,0.1500,4.98,39.87,0.0,28.6,0,1,0.063327,0,0
10,THURSDAY,RESIDENCIAL,0.1100,4.55,85.18,0.0,19.8,0,0,0.090337,0,0
6,MONDAY,COMERCIAL,0.2500,1.87,39.92,0.0,33.4,2,1,0.555873,0,1
20,SATURDAY,COMERCIAL,0.2500,3.99,42.66,5.0,34.4,1,1,0.815084,0,0
11,FRIDAY,RESIDENCIAL,0.1900,3.23,36.85,0.0,24.4,1,1,0.171668,0,1
9,FRIDAY,RESIDENCIAL,0.0900,4.51,80.81,1.4,25.2,0,1,0.058030,0,0
10,SUNDAY,RURAL,0.2200,0.39,31.68,3.3,24.5,1,0,0.439047,0,0
12,WEDNESDAY,COMERCIAL,0.1500,2.75,42.61,8.7,22.5,0,0,0.202731,1,1
20,THURSDAY,RESIDENCIAL,0.2200,9.82,152.37,0.8,23.0,1,0,0.641293,0,0
8,TUESDAY,COMERCIAL,0.0900,10.27,147.32,0.0,26.6,0,0,0.173364,1,1
12,MONDAY,COMERCIAL,0.1900,1.19,23.64,0.0,19.6,1,0,0.337671,0,1
10,TUESDAY,RESIDENCIAL,0.2500,10.99,160.05,0.0,24.4,0,0,0.232000,0,0
17,SUNDAY,RESIDENCIAL,0.0500,1.94,20.28,0.0,20.8,0,1,0.037170,0,0
11,FRIDAY,RURAL,0.1900,1.11,21.40,0.2,24.8,1,1,0.274552,0,0
10,TUESDAY,COMERCIAL,0.1100,5.94,79.84,0.0,23.6,0,1,0.077978,0,0
19,WEDNESDAY,RESIDENCIAL,0.0600,6.95,55.82,7.1,22.7,0,0,0.207597,0,0
15,WEDNESDAY,RURAL,0.2200,7.03,49.45,0.0,14.5,0,0,0.248533,0,0
16,SUNDAY,RURAL,0.1900,1.51,16.16,0.0,21.1,2,0,0.675768,0,0
16,SATURDAY,RESIDENCIAL,0.1500,8.74,96.38,0.0,16.3,0,1,0.077990,0,0
11,SATURDAY,CONDOMINIO,0.0500,10.00,43.66,0.0,20.7,0,0,0.098735,0,0
16,TUESDAY,RESIDENCIAL,0.0600,0.90,14.09,3.2,18.4,1,1,0.122481,0,0
20,MONDAY,RURAL,0.1500,2.56,21.31,0.0,19.3,0,1,0.187740,0,0
8,THURSDAY,RESIDENCIAL,0.2200,4.57,37.54,0.0,27.6,0,0,0.129703,0,0
16,WEDNESDAY,RESIDENCIAL,0.1200,3.37,46.05,0.0,17.5,2,1,0.353989,0,1
17,SUNDAY,RESIDENCIAL,0.0500,2.23,39.02,0.0,18.2,3,1,0.518948,0,1
1,WEDNESDAY,CONDOMINIO,0.0500,0.92,39.08,8.6,29.2,0,1,0.148088,0,0
15,SATURDAY,COMERCIAL,0.2800,0.81,24.19,0.0,12.9,0,1,0.288026,0,1
13,TUESDAY,RESIDENCIAL,0.1100,1.56,31.82,0.0,16.3,0,1,0.048906,0,1
15,TUESDAY,RESIDENCIAL,0.0600,1.11,35.98,0.0,18.3,0,1,0.042196,0,0
13,THURSDAY,CONDOMINIO,0.0500,1.68,33.75,0.0,14.5,1,1,0.156699,0,1
21,SUNDAY,CONDOMINIO,0.2200,0.78,2.49,0.0,21.6,1,1,0.375536,0,1
14,SUNDAY,COMERCIAL,0.3100,2.93,29.62,0.0,20.1,0,1,0.362098,0,1
9,TUESDAY,RESIDENCIAL,0.0600,2.90,29.22,0.0,24.0,0,1,0.037665,0,0
19,SUNDAY,RESIDENCIAL,0.2500,24.54,192.86,9.8,20.1,1,1,0.716657,0,1
4,SUNDAY,RESIDENCIAL,0.1100,1.72,34.29,0.0,34.0,0,0,0.141871,1,0
19,WEDNESDAY,RESIDENCIAL,0.2200,2.94,51.76,0.0,17.4,0,0,0.224182,0,0
7,FRIDAY,RESIDENCIAL,0.1200,2.86,48.85,0.0,24.4,0,1,0.051412,0,0
9,FRIDAY,COMERCIAL,0.0600,6.76,119.91,0.0,23.8,0,1,0.076891,0,0
17,SATURDAY,CONDOMINIO,0.2500,0.67,45.74,12.2,23.9,2,1,0.706140,0,1
14,SUNDAY,RESIDENCIAL,0.1200,9.19,64.35,0.0,20.5,2,0,0.531745,0,1
15,TUESDAY,RURAL,0.3100,5.11,54.13,0.0,12.7,0,1,0.203959,0,0
7,FRIDAY,RESIDENCIAL,0.1500,9.58,121.32,0.0,35.0,0,1,0.106670,0,0
13,MONDAY,COMERCIAL,0.3100,1.59,22.18,0.0,18.1,1,0,0.445337,0,1
11,FRIDAY,CONDOMINIO,0.1100,1.49,9.15,0.0,19.5,0,1,0.057533,0,0
6,FRIDAY,RURAL,0.2200,2.99,34.24,7.3,34.4,2,1,0.702287,0,1
7,WEDNESDAY,COMERCIAL,0.0500,1.61,35.98,2.2,31.0,0,0,0.100036,0,1
15,FRIDAY,RESIDENCIAL,0.2200,2.04,28.20,0.0,19.2,0,0,0.127616,0,0
13,TUESDAY,RESIDENCIAL,0.1100,2.40,27.15,3.1,20.9,0,1,0.061002,0,1
10,MONDAY,RESIDENCIAL,0.0500,2.00,8.66,0.0,20.5,0,0,0.051889,0,0
8,WEDNESDAY,CONDOMINIO,0.0900,1.15,28.97,0.0,26.2,1,1,0.172021,0,0
9,MONDAY,RESIDENCIAL,0.2800,1.11,19.11,0.0,21.8,0,0,0.125669,0,0
14,SUNDAY,RESIDENCIAL,0.0800,7.14,106.28,0.0,17.6,0,0,0.102075,0,0
6,THURSDAY,RESIDENCIAL,0.2500,2.43,36.60,11.4,29.9,1,0,0.454662,0,0
18,SATURDAY,COMERCIAL,0.1900,0.98,26.18,0.0,23.3,0,1,0.390603,0,0
9,TUESDAY,CONDOMINIO,0.1900,1.03,41.17,0.0,19.0,1,1,0.219331,0,0
21,SUNDAY,COMERCIAL,0.0600,3.25,37.99,0.0,24.5,1,0,0.692793,0,0
8,WEDNESDAY,RESIDENCIAL,0.2500,4.09,61.92,0.0,26.9,0,1,0.094313,0,0
16,FRIDAY,CONDOMINIO,0.1200,5.22,77.11,0.0,19.2,0,0,0.168393,0,1
10,WEDNESDAY,COMERCIAL,0.0600,1.41,42.41,0.5,22.9,0,0,0.085129,0,0
0,SUNDAY,RESIDENCIAL,0.1500,1.53,48.20,0.0,30.6,0,1,0.099128,0,0
11,SUNDAY,RESIDENCIAL,0.2800,3.37,65.70,0.0,17.9,1,1,0.209996,0,0
4,FRIDAY,CONDOMINIO,0.1100,0.41,38.10,0.0,29.5,0,0,0.204671,0,1
11,WEDNESDAY,RESIDENCIAL,0.1100,5.06,67.32,9.3,24.8,0,0,0.135906,0,0
17,FRIDAY,RESIDENCIAL,0.0500,4.27,64.54,0.0,17.0,0,1,0.047648,0,0
14,SUNDAY,CONDOMINIO,0.0600,8.21,134.62,0.0,13.5,0,0,0.148518,0,0
15,THURSDAY,CONDOMINIO,0.0800,3.37,69.66,0.0,19.6,0,1,0.085090,0,0
16,TUESDAY,COMERCIAL,0.0900,0.60,14.94,0.0,21.8,0,0,0.101630,0,1
11,WEDNESDAY,CONDOMINIO,0.1200,0.88,8.29,0.0,24.8,1,1,0.172382,0,0
15,SATURDAY,COMERCIAL,0.3100,11.20,142.04,0.0,14.3,0,1,0.493540,0,0
11,FRIDAY,COMERCIAL,0.0800,3.20,47.82,0.0,25.0,0,1,0.059596,0,0
8,FRIDAY,CONDOMINIO,0.0500,3.21,52.84,0.0,23.7,0,0,0.101161,0,1
9,WEDNESDAY,RESIDENCIAL,0.2200,4.30,35.12,0.0,21.9,0,0,0.115677,0,0
12,SATURDAY,CONDOMINIO,0.1500,1.69,21.73,1.7,15.0,0,0,0.130752,0,0
6,SUNDAY,RESIDENCIAL,0.0500,1.40,17.60,0.7,27.8,0,1,0.033663,0,0
1,SUNDAY,COMERCIAL,0.3100,1.01,17.21,0.8,29.9,0,0,0.614932,0,1
19,FRIDAY,COMERCIAL,0.2200,2.18,35.91,0.0,24.9,1,1,0.419735,0,1
13,WEDNESDAY,RESIDENCIAL,0.0600,3.71,42.43,0.0,13.5,0,1,0.041986,0,1
14,FRIDAY,RESIDENCIAL,0.1200,1.90,29.92,0.0,17.6,0,0,0.087001,0,0
14,FRIDAY,RESIDENCIAL,0.1100,2.25,48.94,0.0,16.6,0,1,0.053353,0,0
15,THURSDAY,RESIDENCIAL,0.1900,3.98,19.19,0.0,25.6,1,1,0.205586,0,0
11,MONDAY,RESIDENCIAL,0.1500,2.25,10.33,10.8,26.3,0,1,0.080141,0,0
11,MONDAY,RESIDENCIAL,0.1500,1.58,15.75,0.0,28.0,1,1,0.143380,0,0
13,SUNDAY,RESIDENCIAL,0.0500,1.79,32.07,0.0,17.6,1,0,0.164521,0,0
6,SUNDAY,CONDOMINIO,0.0800,6.69,87.24,0.0,29.1,1,0,0.324802,0,0
19,TUESDAY,COMERCIAL,0.1500,4.84,65.23,3.2,16.8,0,1,0.176815,0,0
7,TUESDAY,CONDOMINIO,0.0900,0.95,53.49,0.0,24.5,0,0,0.112816,0,0
13,SATURDAY,RESIDENCIAL,0.3100,3.50,32.15,5.2,13.1,0,1,0.114265,0,0
8,THURSDAY,COMERCIAL,0.3100,4.25,81.25,0.0,25.7,0,0,0.246986,0,1
6,THURSDAY,RESIDENCIAL,0.0800,1.57,40.13,5.6,28.6,1,0,0.239353,0,0
12,THURSDAY,RESIDENCIAL,0.2500,1.55,10.79,0.0,18.8,0,1,0.080019,0,0
16,MONDAY,RESIDENCIAL,0.0500,3.58,63.26,8.4,18.5,0,1,0.068532,0,0
14,SATURDAY,CONDOMINIO,0.1900,8.34,87.25,0.0,17.1,0,1,0.131187,1,1
17,MONDAY,RESIDENCIAL,0.0900,2.13,23.27,4.3,20.5,0,1,0.057858,0,0
3,TUESDAY,RESIDENCIAL,0.1900,2.65,23.03,0.0,24.0,0,0,0.167754,0,0
10,THURSDAY,RESIDENCIAL,0.1100,3.93,16.84,0.0,19.6,0,1,0.040997,0,0
6,MONDAY,COMERCIAL,0.0600,1.03,16.91,0.0,31.0,0,0,0.087336,0,0
10,FRIDAY,RESIDENCIAL,0.2200,6.10,88.07,0.0,19.3,1,1,0.217683,0,1
18,SATURDAY,RESIDENCIAL,0.0500,7.80,110.05,1.9,22.5,0,1,0.116161,0,0
12,MONDAY,COMERCIAL,0.0800,1.15,24.58,0.0,20.4,0,1,0.060374,1,1
9,MONDAY,COMERCIAL,0.0600,3.77,60.94,5.8,24.9,0,0,0.123144,0,0
9,SATURDAY,CONDOMINIO,0.2800,6.02,72.50,3.0,24.9,0,1,0.167075,0,0
16,SUNDAY,RESIDENCIAL,0.2200,4.86,79.47,0.0,18.2,0,0,0.145963,0,0
10,TUESDAY,COMERCIAL,0.3100,2.00,52.48,0.0,23.1,2,0,0.703062,0,1
6,MONDAY,COMERCIAL,0.0500,0.99,38.05,0.0,27.8,0,1,0.051317,0,0
10,SUNDAY,CONDOMINIO,0.2200,5.76,68.77,0.4,28.7,0,0,0.204416,0,0
6,FRIDAY,CONDOMINIO,0.2800,4.37,28.94,0.0,29.4,2,0,0.727705,0,1
10,THURSDAY,COMERCIAL,0.0500,3.04,56.14,0.0,21.2,0,1,0.050910,0,0
17,WEDNESDAY,COMERCIAL,0.2500,2.45,31.51,1.5,15.9,0,0,0.185849,0,0
7,WEDNESDAY,RESIDENCIAL,0.0900,1.30,47.65,0.0,25.2,0,0,0.074959,0,0
11,MONDAY,RESIDENCIAL,0.0900,2.31,31.70,0.0,18.7,0,1,0.037999,0,0
12,SATURDAY,RESIDENCIAL,0.2800,0.65,33.54,0.0,24.6,1,0,0.357188,0,0
7,SATURDAY,RESIDENCIAL,0.0800,1.09,11.19,0.0,28.5,1,1,0.100834,0,0
7,TUESDAY,CONDOMINIO,0.0800,1.56,35.33,0.0,23.7,1,0,0.254324,0,1
6,THURSDAY,CONDOMINIO,0.2200,0.47,21.49,0.0,27.7,1,1,0.255728,0,0
0,MONDAY,COMERCIAL,0.0900,4.84,29.28,0.0,28.6,0,1,0.111068,0,0
9,WEDNESDAY,RESIDENCIAL,0.0600,1.81,45.74,0.0,21.2,0,1,0.037048,0,0
9,SATURDAY,RURAL,0.2500,1.11,48.16,22.5,21.3,1,1,0.552033,0,0
18,TUESDAY,RESIDENCIAL,0.0900,0.55,19.82,0.0,20.4,0,0,0.131362,0,0
9,SATURDAY,COMERCIAL,0.1500,4.23,35.57,0.0,21.8,0,0,0.306620,0,0
13,FRIDAY,RURAL,0.2800,1.07,57.03,0.0,12.1,0,1,0.170353,0,0
14,MONDAY,RESIDENCIAL,0.0600,1.69,9.81,0.0,20.1,0,0,0.067452,0,0
10,WEDNESDAY,RESIDENCIAL,0.1900,0.89,17.87,0.0,22.1,0,1,0.054461,0,0
